text	postUrl	commentTimeStamp	postCaption	postTimeStamp	model	Media type	isComment	Source
We love coffee :winking_face:	https://www.instagram.com/p/C4eAmHaNrqj	2024-03-14T08:20:13.000Z	Troughback: Art & Coffee, Capsule & Design. The coffee machine has revealed its pop soul with the collaboration between Lavazza and Toiletpaper, an editorial project by Maurizio Cattelan and photographer Pierpaolo Ferrari. ‘Lavazza Tiny dreamed by Toiletpaper - Lipsticks Edition’, at Fuorisalone 2018, brought a touch of art and irony to the temporary bar, with the powerful ToiletPaper graphics contrasting with a background with simple geometry in the style of graph paper. #lavazza #lavazzatiny #sopopsotiny #macchinacapsule #milanodesignweek #lavazzaamodomio #beverfood #milanodesignweek #design #ocs #coffeemachine #macchinacapsule #ocscoffee #lavazzadesign #capsulecaffe #beverfood #fuorisalone #lavazzatinydreamedbytoiletpaper #toiletpaper #toiletpapermagazine #mauriziocattelan #pierpaoloferrari #lipstickedition	13/03/2024 22:05:58	tinyeco	Instagram	True	instagram.com
Send me pic on :backhand_index_pointing_right: @europ__capture	https://www.instagram.com/p/CmYvBupI3GO	2022-12-20T10:33:11.000Z	The new Lavazza Tiny Eco A Modo Mio Espresso Machine has arrived! Tiny Eco is the first machine made with recycled plastic for a responsible choice for the environment with 100% recycled cardboard packaging and low energy consumption Small, compact and with a pop style in its smallness contains all the excellence of Lavazza #perugia_selfcaffè #perugia #umbria #umbria_illife #umbriacuoreverde #volgoumbria #coffee #caffe #caffégioia #lavazza #borbone #italia #italy #coffebreak #coffeetime #igersumbria #picoftheday #breakfast #visitumbria #yallersumbria #caffè #food #travel #coffeelover #espresso #instacoffee	20/12/2022 11:31:09	tinyeco	Instagram	True	instagram.com
Amazing profile Chek your dm :envelope_with_arrow:	https://www.instagram.com/p/CmYvBupI3GO	2022-12-20T10:31:51.000Z	The new Lavazza Tiny Eco A Modo Mio Espresso Machine has arrived! Tiny Eco is the first machine made with recycled plastic for a responsible choice for the environment with 100% recycled cardboard packaging and low energy consumption Small, compact and with a pop style in its smallness contains all the excellence of Lavazza #perugia_selfcaffè #perugia #umbria #umbria_illife #umbriacuoreverde #volgoumbria #coffee #caffe #caffégioia #lavazza #borbone #italia #italy #coffebreak #coffeetime #igersumbria #picoftheday #breakfast #visitumbria #yallersumbria #caffè #food #travel #coffeelover #espresso #instacoffee	20/12/2022 11:31:09	tinyeco	Instagram	True	instagram.com
E top	https://www.instagram.com/p/CqKXw4jI2uy	2023-03-26T00:09:47.000Z	Tiny Eco Red Coffee Machine with 64 Red Quality Capsules Included ON SALE WITH 19% DISCOUNT https://amzn.to/42FFfhx #scontiscontisconti #scontionline #ScontiYesWeCan #sconti #offerteamazon #onlineshop #scontiamazon #scontiyeswecan #onlineshopping #offerte #cialdecaffe #cafeteria #pods #caffeespresso #coffe #capsules #espressoitaliano #caffeitaliano #podscompatible #caffetime #espresso #lavazza #lavazzaamodomio #LavazzaCoffee	24/03/2023 07:44:06	tinyeco	Instagram	True	instagram.com
:clapping_hands:	https://www.instagram.com/p/CqKXw4jI2uy	2023-03-24T14:22:54.000Z	Tiny Eco Red Coffee Machine with 64 Red Quality Capsules Included ON SALE WITH 19% DISCOUNT https://amzn.to/42FFfhx #scontiscontisconti #scontionline #ScontiYesWeCan #sconti #offerteamazon #onlineshop #scontiamazon #scontiyeswecan #onlineshopping #offerte #cialdecaffe #cafeteria #pods #caffeespresso #coffe #capsules #espressoitaliano #caffeitaliano #podscompatible #caffetime #espresso #lavazza #lavazzaamodomio #LavazzaCoffee	24/03/2023 07:44:06	tinyeco	Instagram	True	instagram.com
#espresso #coffee #lavazza #lavazzacoffee:hot_beverage: #lavazzacoffee:hot_beverage: #lavazzaamodomio #lavazzaespresso #coffeeholic #coffeelover #lebanon #lebanese #beirut #italy #italian	https://www.instagram.com/p/CryJTUDq8Ev	2023-05-03T13:59:46.000Z	A MODO MIO TINY Espresso on the inside, cheerfulness on the outside. That's what the espresso machine Tiny by Lavazza is. It will bring life to your coffee corner. With it in the house, every espresso is a good opportunity to be among friends. #lavazza	03/05/2023 15:58:43	tinyeco	Instagram	True	instagram.com
Price ?	https://www.instagram.com/p/CryJTUDq8Ev	2023-10-30T06:40:52.000Z	A MODO MIO TINY Espresso on the inside, cheerfulness on the outside. That's what the espresso machine Tiny by Lavazza is. It will bring life to your coffee corner. With it in the house, every espresso is a good opportunity to be among friends. #lavazza	03/05/2023 15:58:43	tinyeco	Instagram	True	instagram.com
:smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::face_savoring_food::face_savoring_food::brown_heart::brown_heart::hot_beverage::hot_beverage::white_heart::white_heart::star-struck::star-struck:	https://www.instagram.com/reel/Crvz_WspzKu	2023-05-06T14:23:07.000Z	Iced Cinnamon Dolce Latte I knew not to froth my cold foam in the tiny espresso shot glass anyways! What I used - 2 starbucks blonde espresso pods - 1 - 2 tsps of Cinnamon Dolce syrup (Jordan’s skinny syrups) - creamer - heavy whipping cream - ice Cold Foam: - 1/3 cup of heavy cream - 1-2 tbsp creamer or milk - 1/2 tsp cinnamon dolce syrup Recipe 1. Brew your espresso shots and add both your syrup and espresso to your drinking glass. Mix together well. 2. Next, add your ice and then milk (or creamer) to your coffee. Add your milk/creamer if preferred. 3. Froth your heavy cream, creamer or milk, and syrup until you have a thick consistency. 4. Add frothed milk to your drinking glass and enjoy! • • • • • • • • • • • • • • • #thecoffeegirly #pinterest #pinterestinspired #coffee #coffeelover #coffeeaddict #coffeegram #coffeebar #nespressovertuo #icedcoffee #icedcoffeelovers #morning #morningroutine #morningcoffee #vlog #dailyvlog #icedcoffeelovers #nespresso #vertuonext #icedcoffeerecipes #coffeeaesthetic	02/05/2023 18:16:47	tinyeco	Instagram	True	instagram.com
@nikkibarts	https://www.instagram.com/reel/Crvz_WspzKu	2023-05-02T18:56:53.000Z	Iced Cinnamon Dolce Latte I knew not to froth my cold foam in the tiny espresso shot glass anyways! What I used - 2 starbucks blonde espresso pods - 1 - 2 tsps of Cinnamon Dolce syrup (Jordan’s skinny syrups) - creamer - heavy whipping cream - ice Cold Foam: - 1/3 cup of heavy cream - 1-2 tbsp creamer or milk - 1/2 tsp cinnamon dolce syrup Recipe 1. Brew your espresso shots and add both your syrup and espresso to your drinking glass. Mix together well. 2. Next, add your ice and then milk (or creamer) to your coffee. Add your milk/creamer if preferred. 3. Froth your heavy cream, creamer or milk, and syrup until you have a thick consistency. 4. Add frothed milk to your drinking glass and enjoy! • • • • • • • • • • • • • • • #thecoffeegirly #pinterest #pinterestinspired #coffee #coffeelover #coffeeaddict #coffeegram #coffeebar #nespressovertuo #icedcoffee #icedcoffeelovers #morning #morningroutine #morningcoffee #vlog #dailyvlog #icedcoffeelovers #nespresso #vertuonext #icedcoffeerecipes #coffeeaesthetic	02/05/2023 18:16:47	tinyeco	Instagram	True	instagram.com
:smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:	https://www.instagram.com/reel/Cr9vl0BBmjl	2023-05-10T15:22:54.000Z	#darkaesthetic with #nespresso to start your day . I dont think that tiny #espresso mug gonna failed you . . . . . . #homeinterior #homedecor #homecafe #bohodecor #cafecorner #depok24jam #cafeteller #coffeebreak #proudofyourlocalcoffeeshop #masfotokopi #coffeetomotodidepok	08/05/2023 04:06:40	tinyeco	Instagram	True	instagram.com
Gila if the vibes are :red_heart::red_heart::red_heart:	https://www.instagram.com/reel/Cr9vl0BBmjl	2023-05-09T07:10:33.000Z	#darkaesthetic with #nespresso to start your day . I dont think that tiny #espresso mug gonna failed you . . . . . . #homeinterior #homedecor #homecafe #bohodecor #cafecorner #depok24jam #cafeteller #coffeebreak #proudofyourlocalcoffeeshop #masfotokopi #coffeetomotodidepok	08/05/2023 04:06:40	tinyeco	Instagram	True	instagram.com
The song doesn't suit my mood	https://www.instagram.com/reel/Cr9vl0BBmjl	2023-05-08T04:19:33.000Z	#darkaesthetic with #nespresso to start your day . I dont think that tiny #espresso mug gonna failed you . . . . . . #homeinterior #homedecor #homecafe #bohodecor #cafecorner #depok24jam #cafeteller #coffeebreak #proudofyourlocalcoffeeshop #masfotokopi #coffeetomotodidepok	08/05/2023 04:06:40	tinyeco	Instagram	True	instagram.com
How do you participate?	https://www.instagram.com/p/C9pw2JrN4ky	2024-07-24T19:30:44.000Z	FANTASY FOOTBALL PROFESSION FANTASY TRAINER PRIZE MONEY OF 12,000 EUROS 11 COMPETITIONS AND MANY PRIZES UP FOR GRABS REGISTRATIONS OFFICIALLY OPEN GAME RULES 260 SQUAD CREDITS (3-8-8-6) 30 SUBSTITUTIONS AVAILABLE YES DEFENSE MODIFIER YES UNBEATABLE GOALKEEPER NO MODULE CHANGE NO CAPTAIN'S BONUS NO FAIR PLAY BONUS 5 SUBSTITUTIONS ALLOWED LONG BENCH PRIZE MONEY OF 12,000 EUROS PRIZES GENERAL RANKING 1st Piaggio Medley 125 2nd Hisense 100-inch TV 3rd Mida gioielli &quot;Tennis&quot; bracelet (value 1700 Euro)/ or / Gama holiday homes 4 Days All-inclusive (for 2 people) 4th iPhone 15 (128 GB) 5th Intex Jacuzzi 6 seats 6th Samsung TV 55 inches 7th Beats solo 4 headphones 8th Lavazza LM840 Tiny eco 9th Xiaomi redmi watch 4 10th JBL Wave 200tws PRIZES OTHER COMPETITIONS Champions League (Play Station 5) Europa League (Nintendo Switch Oled) Conference League (Samsung Galaxy Watch 6) The Immortal (Lenovo Tablet Pen M11) Squid PF cup (Samsusng Galaxy Buds 2) The Big Battle (JBL portable speaker) The Last Chance (Amazon voucher 100 euros) Parachute Cup (Amazon voucher 100 euros) Rat Race (Amazon voucher 100 euros) Super PF Cup (Amazon voucher 100 euros) HIGHEST SCORE IN THE 38 DAYS (100 euro Amazon voucher) WINTER CHAMPION (250 euro Amazon voucher) FOR INFO AND COMPLETE RULES CONTACT US ON INSTAGRAM #fantasyfootball #football #sport #bonus #goal #prizes #footballers #reel #post #instagram #book #tiktok #photo #squidgame #cup #rules	20/07/2024 19:16:12	tinyeco	Instagram	True	instagram.com
Ci sono!! :smiling_face_with_heart-eyes:	https://www.instagram.com/p/C9pw2JrN4ky	2024-07-29T10:59:27.000Z	FANTASY FOOTBALL PROFESSION FANTASY TRAINER PRIZE MONEY OF 12,000 EUROS 11 COMPETITIONS AND MANY PRIZES UP FOR GRABS REGISTRATIONS OFFICIALLY OPEN GAME RULES 260 SQUAD CREDITS (3-8-8-6) 30 SUBSTITUTIONS AVAILABLE YES DEFENSE MODIFIER YES UNBEATABLE GOALKEEPER NO MODULE CHANGE NO CAPTAIN'S BONUS NO FAIR PLAY BONUS 5 SUBSTITUTIONS ALLOWED LONG BENCH PRIZE MONEY OF 12,000 EUROS PRIZES GENERAL RANKING 1st Piaggio Medley 125 2nd Hisense 100-inch TV 3rd Mida gioielli &quot;Tennis&quot; bracelet (value 1700 Euro)/ or / Gama holiday homes 4 Days All-inclusive (for 2 people) 4th iPhone 15 (128 GB) 5th Intex Jacuzzi 6 seats 6th Samsung TV 55 inches 7th Beats solo 4 headphones 8th Lavazza LM840 Tiny eco 9th Xiaomi redmi watch 4 10th JBL Wave 200tws PRIZES OTHER COMPETITIONS Champions League (Play Station 5) Europa League (Nintendo Switch Oled) Conference League (Samsung Galaxy Watch 6) The Immortal (Lenovo Tablet Pen M11) Squid PF cup (Samsusng Galaxy Buds 2) The Big Battle (JBL portable speaker) The Last Chance (Amazon voucher 100 euros) Parachute Cup (Amazon voucher 100 euros) Rat Race (Amazon voucher 100 euros) Super PF Cup (Amazon voucher 100 euros) HIGHEST SCORE IN THE 38 DAYS (100 euro Amazon voucher) WINTER CHAMPION (250 euro Amazon voucher) FOR INFO AND COMPLETE RULES CONTACT US ON INSTAGRAM #fantasyfootball #football #sport #bonus #goal #prizes #footballers #reel #post #instagram #book #tiktok #photo #squidgame #cup #rules	20/07/2024 19:16:12	tinyeco	Instagram	True	instagram.com
But do you pay to make this Fanta?	https://www.instagram.com/p/C9pw2JrN4ky	2024-07-31T15:32:50.000Z	FANTASY FOOTBALL PROFESSION FANTASY TRAINER PRIZE MONEY OF 12,000 EUROS 11 COMPETITIONS AND MANY PRIZES UP FOR GRABS REGISTRATIONS OFFICIALLY OPEN GAME RULES 260 SQUAD CREDITS (3-8-8-6) 30 SUBSTITUTIONS AVAILABLE YES DEFENSE MODIFIER YES UNBEATABLE GOALKEEPER NO MODULE CHANGE NO CAPTAIN'S BONUS NO FAIR PLAY BONUS 5 SUBSTITUTIONS ALLOWED LONG BENCH PRIZE MONEY OF 12,000 EUROS PRIZES GENERAL RANKING 1st Piaggio Medley 125 2nd Hisense 100-inch TV 3rd Mida gioielli &quot;Tennis&quot; bracelet (value 1700 Euro)/ or / Gama holiday homes 4 Days All-inclusive (for 2 people) 4th iPhone 15 (128 GB) 5th Intex Jacuzzi 6 seats 6th Samsung TV 55 inches 7th Beats solo 4 headphones 8th Lavazza LM840 Tiny eco 9th Xiaomi redmi watch 4 10th JBL Wave 200tws PRIZES OTHER COMPETITIONS Champions League (Play Station 5) Europa League (Nintendo Switch Oled) Conference League (Samsung Galaxy Watch 6) The Immortal (Lenovo Tablet Pen M11) Squid PF cup (Samsusng Galaxy Buds 2) The Big Battle (JBL portable speaker) The Last Chance (Amazon voucher 100 euros) Parachute Cup (Amazon voucher 100 euros) Rat Race (Amazon voucher 100 euros) Super PF Cup (Amazon voucher 100 euros) HIGHEST SCORE IN THE 38 DAYS (100 euro Amazon voucher) WINTER CHAMPION (250 euro Amazon voucher) FOR INFO AND COMPLETE RULES CONTACT US ON INSTAGRAM #fantasyfootball #football #sport #bonus #goal #prizes #footballers #reel #post #instagram #book #tiktok #photo #squidgame #cup #rules	20/07/2024 19:16:12	tinyeco	Instagram	True	instagram.com
Info thanks	https://www.instagram.com/p/C9pw2JrN4ky	2024-07-29T17:20:10.000Z	FANTASY FOOTBALL PROFESSION FANTASY TRAINER PRIZE MONEY OF 12,000 EUROS 11 COMPETITIONS AND MANY PRIZES UP FOR GRABS REGISTRATIONS OFFICIALLY OPEN GAME RULES 260 SQUAD CREDITS (3-8-8-6) 30 SUBSTITUTIONS AVAILABLE YES DEFENSE MODIFIER YES UNBEATABLE GOALKEEPER NO MODULE CHANGE NO CAPTAIN'S BONUS NO FAIR PLAY BONUS 5 SUBSTITUTIONS ALLOWED LONG BENCH PRIZE MONEY OF 12,000 EUROS PRIZES GENERAL RANKING 1st Piaggio Medley 125 2nd Hisense 100-inch TV 3rd Mida gioielli &quot;Tennis&quot; bracelet (value 1700 Euro)/ or / Gama holiday homes 4 Days All-inclusive (for 2 people) 4th iPhone 15 (128 GB) 5th Intex Jacuzzi 6 seats 6th Samsung TV 55 inches 7th Beats solo 4 headphones 8th Lavazza LM840 Tiny eco 9th Xiaomi redmi watch 4 10th JBL Wave 200tws PRIZES OTHER COMPETITIONS Champions League (Play Station 5) Europa League (Nintendo Switch Oled) Conference League (Samsung Galaxy Watch 6) The Immortal (Lenovo Tablet Pen M11) Squid PF cup (Samsusng Galaxy Buds 2) The Big Battle (JBL portable speaker) The Last Chance (Amazon voucher 100 euros) Parachute Cup (Amazon voucher 100 euros) Rat Race (Amazon voucher 100 euros) Super PF Cup (Amazon voucher 100 euros) HIGHEST SCORE IN THE 38 DAYS (100 euro Amazon voucher) WINTER CHAMPION (250 euro Amazon voucher) FOR INFO AND COMPLETE RULES CONTACT US ON INSTAGRAM #fantasyfootball #football #sport #bonus #goal #prizes #footballers #reel #post #instagram #book #tiktok #photo #squidgame #cup #rules	20/07/2024 19:16:12	tinyeco	Instagram	True	instagram.com
0	https://www.instagram.com/p/C9pw2JrN4ky	2024-08-04T07:22:42.000Z	FANTASY FOOTBALL PROFESSION FANTASY TRAINER PRIZE MONEY OF 12,000 EUROS 11 COMPETITIONS AND MANY PRIZES UP FOR GRABS REGISTRATIONS OFFICIALLY OPEN GAME RULES 260 SQUAD CREDITS (3-8-8-6) 30 SUBSTITUTIONS AVAILABLE YES DEFENSE MODIFIER YES UNBEATABLE GOALKEEPER NO MODULE CHANGE NO CAPTAIN'S BONUS NO FAIR PLAY BONUS 5 SUBSTITUTIONS ALLOWED LONG BENCH PRIZE MONEY OF 12,000 EUROS PRIZES GENERAL RANKING 1st Piaggio Medley 125 2nd Hisense 100-inch TV 3rd Mida gioielli &quot;Tennis&quot; bracelet (value 1700 Euro)/ or / Gama holiday homes 4 Days All-inclusive (for 2 people) 4th iPhone 15 (128 GB) 5th Intex Jacuzzi 6 seats 6th Samsung TV 55 inches 7th Beats solo 4 headphones 8th Lavazza LM840 Tiny eco 9th Xiaomi redmi watch 4 10th JBL Wave 200tws PRIZES OTHER COMPETITIONS Champions League (Play Station 5) Europa League (Nintendo Switch Oled) Conference League (Samsung Galaxy Watch 6) The Immortal (Lenovo Tablet Pen M11) Squid PF cup (Samsusng Galaxy Buds 2) The Big Battle (JBL portable speaker) The Last Chance (Amazon voucher 100 euros) Parachute Cup (Amazon voucher 100 euros) Rat Race (Amazon voucher 100 euros) Super PF Cup (Amazon voucher 100 euros) HIGHEST SCORE IN THE 38 DAYS (100 euro Amazon voucher) WINTER CHAMPION (250 euro Amazon voucher) FOR INFO AND COMPLETE RULES CONTACT US ON INSTAGRAM #fantasyfootball #football #sport #bonus #goal #prizes #footballers #reel #post #instagram #book #tiktok #photo #squidgame #cup #rules	20/07/2024 19:16:12	tinyeco	Instagram	True	instagram.com
@testinidavid	https://www.instagram.com/p/C9pw2JrN4ky	2024-07-23T14:59:41.000Z	FANTASY FOOTBALL PROFESSION FANTASY TRAINER PRIZE MONEY OF 12,000 EUROS 11 COMPETITIONS AND MANY PRIZES UP FOR GRABS REGISTRATIONS OFFICIALLY OPEN GAME RULES 260 SQUAD CREDITS (3-8-8-6) 30 SUBSTITUTIONS AVAILABLE YES DEFENSE MODIFIER YES UNBEATABLE GOALKEEPER NO MODULE CHANGE NO CAPTAIN'S BONUS NO FAIR PLAY BONUS 5 SUBSTITUTIONS ALLOWED LONG BENCH PRIZE MONEY OF 12,000 EUROS PRIZES GENERAL RANKING 1st Piaggio Medley 125 2nd Hisense 100-inch TV 3rd Mida gioielli &quot;Tennis&quot; bracelet (value 1700 Euro)/ or / Gama holiday homes 4 Days All-inclusive (for 2 people) 4th iPhone 15 (128 GB) 5th Intex Jacuzzi 6 seats 6th Samsung TV 55 inches 7th Beats solo 4 headphones 8th Lavazza LM840 Tiny eco 9th Xiaomi redmi watch 4 10th JBL Wave 200tws PRIZES OTHER COMPETITIONS Champions League (Play Station 5) Europa League (Nintendo Switch Oled) Conference League (Samsung Galaxy Watch 6) The Immortal (Lenovo Tablet Pen M11) Squid PF cup (Samsusng Galaxy Buds 2) The Big Battle (JBL portable speaker) The Last Chance (Amazon voucher 100 euros) Parachute Cup (Amazon voucher 100 euros) Rat Race (Amazon voucher 100 euros) Super PF Cup (Amazon voucher 100 euros) HIGHEST SCORE IN THE 38 DAYS (100 euro Amazon voucher) WINTER CHAMPION (250 euro Amazon voucher) FOR INFO AND COMPLETE RULES CONTACT US ON INSTAGRAM #fantasyfootball #football #sport #bonus #goal #prizes #footballers #reel #post #instagram #book #tiktok #photo #squidgame #cup #rules	20/07/2024 19:16:12	tinyeco	Instagram	True	instagram.com
@faggy.09 @mat_scatto shall we do it?	https://www.instagram.com/p/C9pw2JrN4ky	2024-07-27T22:17:45.000Z	FANTASY FOOTBALL PROFESSION FANTASY TRAINER PRIZE MONEY OF 12,000 EUROS 11 COMPETITIONS AND MANY PRIZES UP FOR GRABS REGISTRATIONS OFFICIALLY OPEN GAME RULES 260 SQUAD CREDITS (3-8-8-6) 30 SUBSTITUTIONS AVAILABLE YES DEFENSE MODIFIER YES UNBEATABLE GOALKEEPER NO MODULE CHANGE NO CAPTAIN'S BONUS NO FAIR PLAY BONUS 5 SUBSTITUTIONS ALLOWED LONG BENCH PRIZE MONEY OF 12,000 EUROS PRIZES GENERAL RANKING 1st Piaggio Medley 125 2nd Hisense 100-inch TV 3rd Mida gioielli &quot;Tennis&quot; bracelet (value 1700 Euro)/ or / Gama holiday homes 4 Days All-inclusive (for 2 people) 4th iPhone 15 (128 GB) 5th Intex Jacuzzi 6 seats 6th Samsung TV 55 inches 7th Beats solo 4 headphones 8th Lavazza LM840 Tiny eco 9th Xiaomi redmi watch 4 10th JBL Wave 200tws PRIZES OTHER COMPETITIONS Champions League (Play Station 5) Europa League (Nintendo Switch Oled) Conference League (Samsung Galaxy Watch 6) The Immortal (Lenovo Tablet Pen M11) Squid PF cup (Samsusng Galaxy Buds 2) The Big Battle (JBL portable speaker) The Last Chance (Amazon voucher 100 euros) Parachute Cup (Amazon voucher 100 euros) Rat Race (Amazon voucher 100 euros) Super PF Cup (Amazon voucher 100 euros) HIGHEST SCORE IN THE 38 DAYS (100 euro Amazon voucher) WINTER CHAMPION (250 euro Amazon voucher) FOR INFO AND COMPLETE RULES CONTACT US ON INSTAGRAM #fantasyfootball #football #sport #bonus #goal #prizes #footballers #reel #post #instagram #book #tiktok #photo #squidgame #cup #rules	20/07/2024 19:16:12	tinyeco	Instagram	True	instagram.com
